"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
121,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","末広","千歳(北海道)","6",91000000,"","","430",,"長方形","18.0","500","平成24年","ＲＣ","共同住宅","その他","北東","市道",21.5,"第１種住居地域",60,200,"2014年第３四半期","",""
122,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","末広","千歳(北海道)","8",11000000,"","","185",,"不整形","9.0","105","昭和55年","木造","住宅","住宅","南西","市道",6.0,"第１種住居地域",60,200,"2014年第２四半期","",""
123,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","20",9800000,"200000","","165",60000,"ほぼ正方形","13.0","","","","","住宅","南西","市道",8.0,"準工業地域",60,200,"2021年第３四半期","",""
124,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","13",7200000,"120000","","200",36000,"台形","9.6","","","","","住宅","南東","市道",7.0,"準工業地域",60,200,"2021年第２四半期","",""
125,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","13",9500000,"170000","","185",51000,"ほぼ正方形","11.9","","","","","住宅","南東","市道",10.0,"準工業地域",60,200,"2021年第２四半期","",""
126,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","12",18000000,"","","250",,"長方形","18.0","120","平成10年","木造","住宅","住宅","北東","市道",18.0,"準工業地域",60,200,"2021年第２四半期","",""
127,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","14",5200000,"","","185",,"ほぼ正方形","11.5","","","","","住宅","南西","市道",8.0,"準工業地域",60,200,"2021年第１四半期","",""
128,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","13",18000000,"120000","","480",38000,"ほぼ長方形","34.5","","","","","住宅","南西","市道",8.0,"準工業地域",60,200,"2021年第１四半期","",""
129,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","10",9800000,"120000","","270",36000,"ほぼ長方形","19.0","","","","","倉庫","南西","市道",7.0,"準工業地域",60,200,"2020年第２四半期","",""
130,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","13",10000000,"69000","","480",21000,"不整形","34.5","","","","","","南西","市道",,"準工業地域",60,200,"2020年第２四半期","",""
131,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","9",40000000,"200000","","650",62000,"ほぼ長方形","25.0","","","","","その他","北西","市道",25.0,"準工業地域",60,200,"2020年第１四半期","",""
132,"宅地(土地)","住宅地","01224","北海道","千歳市","住吉","千歳(北海道)","20",6500000,"79000","","270",24000,"袋地等","3.0","","","","","住宅","北","市道",6.0,"準工業地域",60,200,"2014年第４四半期","",""
133,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","12",98000000,"","","500",,"不整形","29.0","490","平成2年","木造","共同住宅","住宅","北東","市道",8.0,"準工業地域",60,200,"2020年第１四半期","",""
134,"宅地(土地)","住宅地","01224","北海道","千歳市","住吉","千歳(北海道)","20",6500000,"100000","","220",30000,"長方形","11.5","","","","","その他","北","市道",6.0,"準工業地域",60,200,"2014年第４四半期","",""
135,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","住吉","千歳(北海道)","24",27000000,"","","240",,"長方形","10.0","115","平成25年","木造","住宅","住宅","北西","市道",30.0,"準工業地域",60,200,"2014年第４四半期","",""
136,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","15",2000000,"","","130",,"長方形","10.0","110","平成4年","木造","住宅","住宅","北","市道",8.0,"準工業地域",60,200,"2019年第４四半期","",""
137,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","19",27000000,"","","185",,"ほぼ長方形","9.5","100","平成31年","木造","住宅","住宅","東","市道",8.0,"準工業地域",60,200,"2019年第２四半期","",""
138,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","19",6000000,"93000","","210",28000,"ほぼ長方形","22.0","","","","","住宅","南","市道",8.0,"準工業地域",60,200,"2018年第４四半期","",""
139,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","16",23000000,"110000","","660",34000,"不整形","36.3","","","","","住宅","南西","市道",6.0,"準工業地域",60,200,"2018年第４四半期","",""
140,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","14",21000000,"","","650",,"不整形","29.0","430","平成2年","木造","共同住宅","その他","南東","市道",6.0,"準工業地域",60,200,"2018年第２四半期","",""
141,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","19",5800000,"100000","","185",32000,"ほぼ長方形","11.6","","","","","住宅","東","市道",8.0,"準工業地域",60,200,"2018年第１四半期","",""
142,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","24",14000000,"","","300",,"ほぼ長方形","","110","昭和55年","木造","住宅","住宅","北","市道",6.0,"準工業地域",60,200,"2017年第４四半期","",""
143,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","11",7000000,"","","175",,"長方形","9.7","145","昭和49年","木造","住宅","住宅","北西","市道",8.0,"準工業地域",60,200,"2017年第４四半期","",""
144,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","12",10000000,"","","330",,"不整形","14.2","100","昭和50年","木造","住宅","住宅","南西","市道",8.0,"準工業地域",60,200,"2017年第４四半期","",""
145,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","11",70000000,"","","800",,"台形","20.0","300","平成18年","木造","共同住宅","住宅","南西","市道",18.0,"準工業地域",60,200,"2017年第４四半期","",""
146,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","21",6800000,"","","300",,"長方形","","110","昭和55年","木造","住宅","住宅","北","市道",6.0,"準工業地域",60,200,"2017年第２四半期","",""
147,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","12",12000000,"","","600",,"不整形","19.4","","","","","住宅","南東","市道",7.0,"準工業地域",60,200,"2016年第４四半期","",""
148,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","18",10000000,"70000","","500",21000,"長方形","15.5","","","","","住宅","西","市道",6.0,"準工業地域",60,200,"2016年第３四半期","",""
149,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","9",4000000,"","","175",,"長方形","11.0","","","","","住宅","北西","市道",4.0,"準工業地域",60,200,"2016年第３四半期","",""
150,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","18",13000000,"","","580",,"ほぼ整形","27.0","125","平成4年","木造","住宅","住宅","南東","市道",10.0,"準工業地域",60,200,"2016年第２四半期","",""
151,"宅地(土地)","住宅地","01224","北海道","千歳市","青葉","千歳(北海道)","18",7500000,"90000","","270",27000,"長方形","14.0","","","","","住宅","南東","市道",10.0,"準工業地域",60,200,"2016年第２四半期","",""
152,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",13000000,"","","220",,"長方形","12.0","100","平成2年","木造","住宅","住宅","南東","市道",8.0,"市街化調整区域",60,200,"2021年第３四半期","",""
153,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",5800000,"","","220",,"ほぼ長方形","12.4","95","昭和53年","木造","住宅","住宅","北西","市道",8.0,"市街化調整区域",60,200,"2021年第３四半期","",""
154,"宅地(土地)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",170000000,"110000","","2000㎡以上",32000,"ほぼ長方形","50.0m以上","","","","","住宅","北西","市道",8.0,"市街化調整区域",60,200,"2021年第１四半期","",""
155,"宅地(土地)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",4800000,"130000","","120",40000,"ほぼ長方形","13.0","","","","","その他","南東","市道",11.0,"市街化調整区域",60,200,"2020年第４四半期","",""
156,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",29000000,"","","180",,"長方形","17.5","180","令和2年","","住宅","住宅","北東","市道",6.0,"市街化調整区域",,,"2020年第３四半期","",""
157,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",9000000,"","","360",,"長方形","21.0","105","昭和43年","木造","住宅","住宅","北東","市道",6.0,"市街化調整区域",60,200,"2019年第４四半期","",""
158,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",9400000,"","","330",,"正方形","18.0","115","昭和46年","木造","住宅","その他","北","市道",8.0,"市街化調整区域",60,200,"2019年第４四半期","",""
159,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",24000000,"","","250",,"ほぼ長方形","10.3","100","平成31年","木造","住宅","住宅","南西","市道",11.0,"市街化調整区域",,,"2018年第４四半期","",""
160,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",6500000,"","","230",,"長方形","12.9","90","昭和56年","木造","住宅","住宅","南東","市道",8.0,"市街化調整区域",60,200,"2017年第３四半期","",""
161,"宅地(土地)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",30000000,"98000","","1000",30000,"ほぼ長方形","30.2","","","","","その他","北西","市道",16.0,"市街化調整区域",60,200,"2017年第３四半期","",""
162,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",22000000,"","","185",,"長方形","10.3","105","平成29年","木造","住宅","住宅","南東","市道",8.0,"市街化調整区域",,,"2017年第３四半期","",""
163,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",27000000,"","","300",,"長方形","11.9","120","平成29年","木造","住宅","住宅","南東","市道",8.0,"市街化調整区域",60,200,"2017年第１四半期","",""
164,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",7400000,"","","540",,"長方形","32.3","145","昭和58年","","","","北西","市道",20.0,"市街化調整区域",60,200,"2016年第４四半期","",""
165,"宅地(土地)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",7100000,"40000","","580",12000,"長方形","33.0","","","","","","南東","市道",8.0,"市街化調整区域",60,200,"2016年第４四半期","",""
166,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","旭ケ丘","千歳(北海道)","30分?60分",22000000,"","","300",,"長方形","11.9","100","平成29年","木造","住宅","住宅","北","市道",16.0,"市街化調整区域",60,200,"2016年第４四半期","",""
167,"宅地(土地)","商業地","01224","北海道","千歳市","朝日町","千歳(北海道)","18",15000000,"160000","","310",47000,"不整形","9.5","","","","","住宅","北西","市道",22.0,"近隣商業地域",80,300,"2021年第３四半期","",""
